sorting;case_id;activity;resource;TimeStart;TimeEnd;Cost
15680;979;S19 : AdminsitrativeSupport;Mayor;27/06/2021 18:30;03/07/2021 07:50;1 440,00 €
15681;980;S2: Notify mayors;Prefect;03/07/2021 08:20;03/07/2021 10:20;12,00 €
15682;980;S1: Second Roll Call;Prefect;03/07/2021 10:50;03/07/2021 11:50;12,00 €
15683;980;S3: Alert population;Mayor;03/07/2021 12:20;03/07/2021 18:20;60,00 €
15684;980;S5: Stop Traffic;DDT 41;03/07/2021 18:50;04/07/2021 06:50;7 200,00 €
15685;980;S6: Detour setting;DDT 41;04/07/2021 07:20;04/07/2021 13:20;4 800,00 €
15686;980;S7: Put population in a safe place;SDIS 41;04/07/2021 13:50;06/07/2021 13:50;12 000,00 €
15687;980;S8: Accomadation Plan ;Prefect;06/07/2021 14:20;10/07/2021 18:20;3 000,00 €
15688;980;S4: White Plan;Prefect;10/07/2021 18:50;14/07/2021 18:50;2 400,00 €
15689;980;S12: Food Resupplying;Mayor;14/07/2021 19:20;20/07/2021 19:20;6 000,00 €
15690;980;S13: Psychological care;CUMP Blois;20/07/2021 19:50;28/07/2021 19:50;5 400,00 €
15691;980;S15: ManagingPollution;DREAL;28/07/2021 20:20;03/08/2021 20:20;6 000,00 €
15692;980;S14: SecureBuilding;Ville Blois;03/08/2021 20:50;05/08/2021 20:50;3 600,00 €
15693;980;S16: MonitoringHealth;ARS;05/08/2021 21:20;06/08/2021 13:20;12 000,00 €
15694;980;S18: CleaningRepairing;ARS;06/08/2021 13:50;12/08/2021 13:50;3 600,00 €
15695;980;S17: RecoveringNetworks;AGGLOPOLYS;12/08/2021 14:20;13/08/2021 02:20;1 200,00 €
15696;980;S19 : AdminsitrativeSupport;Mayor;13/08/2021 02:50;18/08/2021 16:10;1 440,00 €
15697;981;S2: Notify mayors;Prefect;18/08/2021 16:40;18/08/2021 18:40;12,00 €
15698;981;S1: Second Roll Call;Prefect;18/08/2021 19:10;18/08/2021 20:10;12,00 €
15699;981;S3: Alert population;Mayor;18/08/2021 20:40;19/08/2021 02:40;60,00 €
15700;981;S5: Stop Traffic;DDT 41;19/08/2021 03:10;19/08/2021 15:10;7 200,00 €
15701;981;S6: Detour setting;DDT 41;19/08/2021 15:40;19/08/2021 21:40;4 800,00 €
15702;981;S7: Put population in a safe place;SDIS 41;19/08/2021 22:10;21/08/2021 22:10;12 000,00 €
15703;981;S8: Accomadation Plan ;Prefect;21/08/2021 22:40;26/08/2021 02:40;3 000,00 €
15704;981;S4: White Plan;Prefect;26/08/2021 03:10;30/08/2021 03:10;2 400,00 €
15705;981;S12: Food Resupplying;Mayor;30/08/2021 03:40;05/09/2021 03:40;6 000,00 €
15706;981;S13: Psychological care;CUMP Blois;05/09/2021 04:10;13/09/2021 04:10;5 400,00 €
15707;981;S14: SecureBuilding;Ville Blois;13/09/2021 04:40;15/09/2021 04:40;3 600,00 €
15708;981;S15: ManagingPollution;DREAL;15/09/2021 05:10;21/09/2021 05:10;6 000,00 €
15709;981;S16: MonitoringHealth;ARS;21/09/2021 05:40;21/09/2021 21:40;12 000,00 €
15710;981;S18: CleaningRepairing;ARS;21/09/2021 22:10;27/09/2021 22:10;3 600,00 €
15711;981;S17: RecoveringNetworks;AGGLOPOLYS;27/09/2021 22:40;28/09/2021 10:40;1 200,00 €
15712;981;S19 : AdminsitrativeSupport;Mayor;28/09/2021 11:10;04/10/2021 00:30;1 440,00 €
15713;982;S2: Notify mayors;Prefect;04/10/2021 01:00;04/10/2021 03:00;12,00 €
15714;982;S3: Alert population;Mayor;04/10/2021 03:30;04/10/2021 09:30;60,00 €
15715;982;S1: Second Roll Call;Prefect;04/10/2021 10:00;04/10/2021 11:00;12,00 €
15716;982;S5: Stop Traffic;DDT 41;04/10/2021 11:30;04/10/2021 23:30;7 200,00 €
15717;982;S6: Detour setting;DDT 41;05/10/2021 00:00;05/10/2021 06:00;4 800,00 €
15718;982;S7: Put population in a safe place;SDIS 41;05/10/2021 06:30;07/10/2021 06:30;12 000,00 €
15719;982;S9: Ad-Hoc Accomodation;Mayor;07/10/2021 07:00;07/10/2021 15:00;3 600,00 €
15720;982;S10: ad-Hoc taking care;ONG;07/10/2021 15:30;17/10/2021 15:30;3 000,00 €
15721;982;S12: Food Resupplying;Mayor;17/10/2021 16:00;23/10/2021 16:00;6 000,00 €
15722;982;S13: Psychological care;CUMP Blois;23/10/2021 16:30;31/10/2021 16:30;5 400,00 €
15723;982;S15: ManagingPollution;DREAL;31/10/2021 17:00;06/11/2021 17:00;6 000,00 €
15724;982;S14: SecureBuilding;Ville Blois;06/11/2021 17:30;08/11/2021 17:30;3 600,00 €
15725;982;S16: MonitoringHealth;ARS;08/11/2021 18:00;09/11/2021 10:00;12 000,00 €
15726;982;S18: CleaningRepairing;ARS;09/11/2021 10:30;15/11/2021 10:30;3 600,00 €
15727;982;S17: RecoveringNetworks;AGGLOPOLYS;15/11/2021 11:00;15/11/2021 23:00;1 200,00 €
15728;982;S19 : AdminsitrativeSupport;Mayor;15/11/2021 23:30;21/11/2021 12:50;1 440,00 €
15729;983;S2: Notify mayors;Prefect;21/11/2021 13:20;21/11/2021 15:20;12,00 €
15730;983;S1: Second Roll Call;Prefect;21/11/2021 15:50;21/11/2021 16:50;12,00 €
15731;983;S3: Alert population;Mayor;21/11/2021 17:20;21/11/2021 23:20;60,00 €
15732;983;S5: Stop Traffic;DDT 41;21/11/2021 23:50;22/11/2021 11:50;7 200,00 €
15733;983;S6: Detour setting;DDT 41;22/11/2021 12:20;22/11/2021 18:20;4 800,00 €
15734;983;S7: Put population in a safe place;SDIS 41;22/11/2021 18:50;24/11/2021 18:50;12 000,00 €
15735;983;S10: ad-Hoc taking care;ONG;24/11/2021 19:20;04/12/2021 19:20;3 000,00 €
15736;983;S9: Ad-Hoc Accomodation;Mayor;04/12/2021 19:50;05/12/2021 03:50;3 600,00 €
15737;983;S12: Food Resupplying;Mayor;05/12/2021 04:20;11/12/2021 04:20;6 000,00 €
15738;983;S13: Psychological care;CUMP Blois;11/12/2021 04:50;19/12/2021 04:50;5 400,00 €
15739;983;S14: SecureBuilding;Ville Blois;19/12/2021 05:20;21/12/2021 05:20;3 600,00 €
15740;983;S15: ManagingPollution;DREAL;21/12/2021 05:50;27/12/2021 05:50;6 000,00 €
15741;983;S16: MonitoringHealth;ARS;27/12/2021 06:20;27/12/2021 22:20;12 000,00 €
15742;983;S18: CleaningRepairing;ARS;27/12/2021 22:50;02/01/2022 22:50;3 600,00 €
15743;983;S17: RecoveringNetworks;AGGLOPOLYS;02/01/2022 23:20;03/01/2022 11:20;1 200,00 €
15744;983;S19 : AdminsitrativeSupport;Mayor;03/01/2022 11:50;09/01/2022 01:10;1 440,00 €
15745;984;S2: Notify mayors;Prefect;09/01/2022 01:40;09/01/2022 03:40;12,00 €
15746;984;S1: Second Roll Call;Prefect;09/01/2022 04:10;09/01/2022 05:10;12,00 €
15747;984;S3: Alert population;Mayor;09/01/2022 05:40;09/01/2022 11:40;60,00 €
15748;984;S5: Stop Traffic;DDT 41;09/01/2022 12:10;10/01/2022 00:10;7 200,00 €
15749;984;S6: Detour setting;DDT 41;10/01/2022 00:40;10/01/2022 06:40;4 800,00 €
15750;984;S7: Put population in a safe place;SDIS 41;10/01/2022 07:10;12/01/2022 07:10;12 000,00 €
15751;984;S4: White Plan;Prefect;12/01/2022 07:40;16/01/2022 07:40;2 400,00 €
15752;984;S9: Ad-Hoc Accomodation;Mayor;16/01/2022 08:10;16/01/2022 16:10;3 600,00 €
15753;984;S12: Food Resupplying;Mayor;16/01/2022 16:40;22/01/2022 16:40;6 000,00 €
15754;984;S13: Psychological care;CUMP Blois;22/01/2022 17:10;30/01/2022 17:10;5 400,00 €
15755;984;S15: ManagingPollution;DREAL;30/01/2022 17:40;05/02/2022 17:40;6 000,00 €
15756;984;S14: SecureBuilding;Ville Blois;05/02/2022 18:10;07/02/2022 18:10;3 600,00 €
15757;984;S16: MonitoringHealth;ARS;07/02/2022 18:40;08/02/2022 10:40;12 000,00 €
15758;984;S17: RecoveringNetworks;AGGLOPOLYS;08/02/2022 11:10;08/02/2022 23:10;1 200,00 €
15759;984;S18: CleaningRepairing;ARS;08/02/2022 23:40;14/02/2022 23:40;3 600,00 €
15760;984;S19 : AdminsitrativeSupport;Mayor;15/02/2022 00:10;20/02/2022 13:30;1 440,00 €
15761;985;S2: Notify mayors;Prefect;20/02/2022 14:00;20/02/2022 16:00;12,00 €
15762;985;S3: Alert population;Mayor;20/02/2022 16:30;20/02/2022 22:30;60,00 €
15763;985;S1: Second Roll Call;Prefect;20/02/2022 23:00;21/02/2022 00:00;12,00 €
15764;985;S5: Stop Traffic;DDT 41;21/02/2022 00:30;21/02/2022 12:30;7 200,00 €
15765;985;S6: Detour setting;DDT 41;21/02/2022 13:00;21/02/2022 19:00;4 800,00 €
15766;985;S7: Put population in a safe place;SDIS 41;21/02/2022 19:30;23/02/2022 19:30;12 000,00 €
15767;985;S8: Accomadation Plan ;Prefect;23/02/2022 20:00;28/02/2022 00:00;3 000,00 €
15768;985;S10: ad-Hoc taking care;ONG;28/02/2022 00:30;10/03/2022 00:30;3 000,00 €
15769;985;S12: Food Resupplying;Mayor;10/03/2022 01:00;16/03/2022 01:00;6 000,00 €
15770;985;S13: Psychological care;CUMP Blois;16/03/2022 01:30;24/03/2022 01:30;5 400,00 €
15771;985;S14: SecureBuilding;Ville Blois;24/03/2022 02:00;26/03/2022 02:00;3 600,00 €
15772;985;S15: ManagingPollution;DREAL;26/03/2022 02:30;01/04/2022 02:30;6 000,00 €
15773;985;S16: MonitoringHealth;ARS;01/04/2022 03:00;01/04/2022 19:00;12 000,00 €
15774;985;S17: RecoveringNetworks;AGGLOPOLYS;01/04/2022 19:30;02/04/2022 07:30;1 200,00 €
15775;985;S18: CleaningRepairing;ARS;02/04/2022 08:00;08/04/2022 08:00;3 600,00 €
15776;985;S19 : AdminsitrativeSupport;Mayor;08/04/2022 08:30;13/04/2022 21:50;1 440,00 €
15777;986;S2: Notify mayors;Prefect;13/04/2022 22:20;14/04/2022 00:20;12,00 €
15778;986;S1: Second Roll Call;Prefect;14/04/2022 00:50;14/04/2022 01:50;12,00 €
15779;986;S3: Alert population;Mayor;14/04/2022 02:20;14/04/2022 08:20;60,00 €
15780;986;S5: Stop Traffic;DDT 41;14/04/2022 08:50;14/04/2022 20:50;7 200,00 €
15781;986;S6: Detour setting;DDT 41;14/04/2022 21:20;15/04/2022 03:20;4 800,00 €
15782;986;S7: Put population in a safe place;SDIS 41;15/04/2022 03:50;17/04/2022 03:50;12 000,00 €
15783;986;S10: ad-Hoc taking care;ONG;17/04/2022 04:20;27/04/2022 04:20;3 000,00 €
15784;986;S8: Accomadation Plan ;Prefect;27/04/2022 04:50;01/05/2022 08:50;3 000,00 €
15785;986;S12: Food Resupplying;Mayor;01/05/2022 09:20;07/05/2022 09:20;6 000,00 €
15786;986;S13: Psychological care;CUMP Blois;07/05/2022 09:50;15/05/2022 09:50;5 400,00 €
15787;986;S15: ManagingPollution;DREAL;15/05/2022 10:20;21/05/2022 10:20;6 000,00 €
15788;986;S14: SecureBuilding;Ville Blois;21/05/2022 10:50;23/05/2022 10:50;3 600,00 €
15789;986;S16: MonitoringHealth;ARS;23/05/2022 11:20;24/05/2022 03:20;12 000,00 €
15790;986;S17: RecoveringNetworks;AGGLOPOLYS;24/05/2022 03:50;24/05/2022 15:50;1 200,00 €
15791;986;S18: CleaningRepairing;ARS;24/05/2022 16:20;30/05/2022 16:20;3 600,00 €
15792;986;S19 : AdminsitrativeSupport;Mayor;30/05/2022 16:50;05/06/2022 06:10;1 440,00 €
15793;987;S2: Notify mayors;Prefect;05/06/2022 06:40;05/06/2022 08:40;12,00 €
15794;987;S1: Second Roll Call;Prefect;05/06/2022 09:10;05/06/2022 10:10;12,00 €
15795;987;S3: Alert population;Mayor;05/06/2022 10:40;05/06/2022 16:40;60,00 €
15796;987;S5: Stop Traffic;DDT 41;05/06/2022 17:10;06/06/2022 05:10;7 200,00 €
15797;987;S6: Detour setting;DDT 41;06/06/2022 05:40;06/06/2022 11:40;4 800,00 €
15798;987;S7: Put population in a safe place;SDIS 41;06/06/2022 12:10;08/06/2022 12:10;12 000,00 €
15799;987;S9: Ad-Hoc Accomodation;Mayor;08/06/2022 12:40;08/06/2022 20:40;3 600,00 €
15800;987;S10: ad-Hoc taking care;ONG;08/06/2022 21:10;18/06/2022 21:10;3 000,00 €
15801;987;S12: Food Resupplying;Mayor;18/06/2022 21:40;24/06/2022 21:40;6 000,00 €
15802;987;S13: Psychological care;CUMP Blois;24/06/2022 22:10;02/07/2022 22:10;5 400,00 €
15803;987;S14: SecureBuilding;Ville Blois;02/07/2022 22:40;04/07/2022 22:40;3 600,00 €
15804;987;S15: ManagingPollution;DREAL;04/07/2022 23:10;10/07/2022 23:10;6 000,00 €
15805;987;S16: MonitoringHealth;ARS;10/07/2022 23:40;11/07/2022 15:40;12 000,00 €
15806;987;S18: CleaningRepairing;ARS;11/07/2022 16:10;17/07/2022 16:10;3 600,00 €
15807;987;S17: RecoveringNetworks;AGGLOPOLYS;17/07/2022 16:40;18/07/2022 04:40;1 200,00 €
15808;987;S19 : AdminsitrativeSupport;Mayor;18/07/2022 05:10;23/07/2022 18:30;1 440,00 €
15809;988;S2: Notify mayors;Prefect;23/07/2022 19:00;23/07/2022 21:00;12,00 €
15810;988;S3: Alert population;Mayor;23/07/2022 21:30;24/07/2022 03:30;60,00 €
15811;988;S1: Second Roll Call;Prefect;24/07/2022 04:00;24/07/2022 05:00;12,00 €
15812;988;S5: Stop Traffic;DDT 41;24/07/2022 05:30;24/07/2022 17:30;7 200,00 €
15813;988;S6: Detour setting;DDT 41;24/07/2022 18:00;25/07/2022 00:00;4 800,00 €
15814;988;S7: Put population in a safe place;SDIS 41;25/07/2022 00:30;27/07/2022 00:30;12 000,00 €
15815;988;S11: NOVI Plan;Prefect;27/07/2022 01:00;04/08/2022 01:00;3 600,00 €
15816;988;S8: Accomadation Plan ;Prefect;04/08/2022 01:30;08/08/2022 05:30;3 000,00 €
15817;988;S12: Food Resupplying;Mayor;08/08/2022 06:00;14/08/2022 06:00;6 000,00 €
15818;988;S13: Psychological care;CUMP Blois;14/08/2022 06:30;22/08/2022 06:30;5 400,00 €
15819;988;S14: SecureBuilding;Ville Blois;22/08/2022 07:00;24/08/2022 07:00;3 600,00 €
15820;988;S15: ManagingPollution;DREAL;24/08/2022 07:30;30/08/2022 07:30;6 000,00 €
15821;988;S16: MonitoringHealth;ARS;30/08/2022 08:00;31/08/2022 00:00;12 000,00 €
15822;988;S17: RecoveringNetworks;AGGLOPOLYS;31/08/2022 00:30;31/08/2022 12:30;1 200,00 €
15823;988;S18: CleaningRepairing;ARS;31/08/2022 13:00;06/09/2022 13:00;3 600,00 €
15824;988;S19 : AdminsitrativeSupport;Mayor;06/09/2022 13:30;12/09/2022 02:50;1 440,00 €
15825;989;S2: Notify mayors;Prefect;12/09/2022 03:20;12/09/2022 05:20;12,00 €
15826;989;S3: Alert population;Mayor;12/09/2022 05:50;12/09/2022 11:50;60,00 €
15827;989;S1: Second Roll Call;Prefect;12/09/2022 12:20;12/09/2022 13:20;12,00 €
15828;989;S5: Stop Traffic;DDT 41;12/09/2022 13:50;13/09/2022 01:50;7 200,00 €
15829;989;S6: Detour setting;DDT 41;13/09/2022 02:20;13/09/2022 08:20;4 800,00 €
15830;989;S7: Put population in a safe place;SDIS 41;13/09/2022 08:50;15/09/2022 08:50;12 000,00 €
15831;989;S10: ad-Hoc taking care;ONG;15/09/2022 09:20;25/09/2022 09:20;3 000,00 €
15832;989;S8: Accomadation Plan ;Prefect;25/09/2022 09:50;29/09/2022 13:50;3 000,00 €
15833;989;S12: Food Resupplying;Mayor;29/09/2022 14:20;05/10/2022 14:20;6 000,00 €
15834;989;S13: Psychological care;CUMP Blois;05/10/2022 14:50;13/10/2022 14:50;5 400,00 €
15835;989;S14: SecureBuilding;Ville Blois;13/10/2022 15:20;15/10/2022 15:20;3 600,00 €
15836;989;S15: ManagingPollution;DREAL;15/10/2022 15:50;21/10/2022 15:50;6 000,00 €
15837;989;S16: MonitoringHealth;ARS;21/10/2022 16:20;22/10/2022 08:20;12 000,00 €
15838;989;S17: RecoveringNetworks;AGGLOPOLYS;22/10/2022 08:50;22/10/2022 20:50;1 200,00 €
15839;989;S18: CleaningRepairing;ARS;22/10/2022 21:20;28/10/2022 21:20;3 600,00 €
15840;989;S19 : AdminsitrativeSupport;Mayor;28/10/2022 21:50;03/11/2022 11:10;1 440,00 €
15841;990;S2: Notify mayors;Prefect;03/11/2022 11:40;03/11/2022 13:40;12,00 €
15842;990;S1: Second Roll Call;Prefect;03/11/2022 14:10;03/11/2022 15:10;12,00 €
15843;990;S3: Alert population;Mayor;03/11/2022 15:40;03/11/2022 21:40;60,00 €
15844;990;S5: Stop Traffic;DDT 41;03/11/2022 22:10;04/11/2022 10:10;7 200,00 €
15845;990;S6: Detour setting;DDT 41;04/11/2022 10:40;04/11/2022 16:40;4 800,00 €
15846;990;S7: Put population in a safe place;SDIS 41;04/11/2022 17:10;06/11/2022 17:10;12 000,00 €
15847;990;S10: ad-Hoc taking care;ONG;06/11/2022 17:40;16/11/2022 17:40;3 000,00 €
15848;990;S8: Accomadation Plan ;Prefect;16/11/2022 18:10;20/11/2022 22:10;3 000,00 €
15849;990;S12: Food Resupplying;Mayor;20/11/2022 22:40;26/11/2022 22:40;6 000,00 €
15850;990;S13: Psychological care;CUMP Blois;26/11/2022 23:10;04/12/2022 23:10;5 400,00 €
15851;990;S14: SecureBuilding;Ville Blois;04/12/2022 23:40;06/12/2022 23:40;3 600,00 €
15852;990;S15: ManagingPollution;DREAL;07/12/2022 00:10;13/12/2022 00:10;6 000,00 €
15853;990;S16: MonitoringHealth;ARS;13/12/2022 00:40;13/12/2022 16:40;12 000,00 €
15854;990;S18: CleaningRepairing;ARS;13/12/2022 17:10;19/12/2022 17:10;3 600,00 €
15855;990;S17: RecoveringNetworks;AGGLOPOLYS;19/12/2022 17:40;20/12/2022 05:40;1 200,00 €
15856;990;S19 : AdminsitrativeSupport;Mayor;20/12/2022 06:10;25/12/2022 19:30;1 440,00 €
15857;991;S2: Notify mayors;Prefect;25/12/2022 20:00;25/12/2022 22:00;12,00 €
15858;991;S3: Alert population;Mayor;25/12/2022 22:30;26/12/2022 04:30;60,00 €
15859;991;S1: Second Roll Call;Prefect;26/12/2022 05:00;26/12/2022 06:00;12,00 €
15860;991;S5: Stop Traffic;DDT 41;26/12/2022 06:30;26/12/2022 18:30;7 200,00 €
15861;991;S6: Detour setting;DDT 41;26/12/2022 19:00;27/12/2022 01:00;4 800,00 €
15862;991;S7: Put population in a safe place;SDIS 41;27/12/2022 01:30;29/12/2022 01:30;12 000,00 €
15863;991;S8: Accomadation Plan ;Prefect;29/12/2022 02:00;02/01/2023 06:00;3 000,00 €
15864;991;S10: ad-Hoc taking care;ONG;02/01/2023 06:30;12/01/2023 06:30;3 000,00 €
15865;991;S12: Food Resupplying;Mayor;12/01/2023 07:00;18/01/2023 07:00;6 000,00 €
15866;991;S13: Psychological care;CUMP Blois;18/01/2023 07:30;26/01/2023 07:30;5 400,00 €
15867;991;S14: SecureBuilding;Ville Blois;26/01/2023 08:00;28/01/2023 08:00;3 600,00 €
15868;991;S15: ManagingPollution;DREAL;28/01/2023 08:30;03/02/2023 08:30;6 000,00 €
15869;991;S16: MonitoringHealth;ARS;03/02/2023 09:00;04/02/2023 01:00;12 000,00 €
15870;991;S18: CleaningRepairing;ARS;04/02/2023 01:30;10/02/2023 01:30;3 600,00 €
15871;991;S17: RecoveringNetworks;AGGLOPOLYS;10/02/2023 02:00;10/02/2023 14:00;1 200,00 €
15872;991;S19 : AdminsitrativeSupport;Mayor;10/02/2023 14:30;16/02/2023 03:50;1 440,00 €
15873;992;S2: Notify mayors;Prefect;16/02/2023 04:20;16/02/2023 06:20;12,00 €
15874;992;S3: Alert population;Mayor;16/02/2023 06:50;16/02/2023 12:50;60,00 €
15875;992;S1: Second Roll Call;Prefect;16/02/2023 13:20;16/02/2023 14:20;12,00 €
15876;992;S5: Stop Traffic;DDT 41;16/02/2023 14:50;17/02/2023 02:50;7 200,00 €
15877;992;S6: Detour setting;DDT 41;17/02/2023 03:20;17/02/2023 09:20;4 800,00 €
15878;992;S7: Put population in a safe place;SDIS 41;17/02/2023 09:50;19/02/2023 09:50;12 000,00 €
15879;992;S8: Accomadation Plan ;Prefect;19/02/2023 10:20;23/02/2023 14:20;3 000,00 €
15880;992;S10: ad-Hoc taking care;ONG;23/02/2023 14:50;05/03/2023 14:50;3 000,00 €
15881;992;S12: Food Resupplying;Mayor;05/03/2023 15:20;11/03/2023 15:20;6 000,00 €
15882;992;S13: Psychological care;CUMP Blois;11/03/2023 15:50;19/03/2023 15:50;5 400,00 €
15883;992;S14: SecureBuilding;Ville Blois;19/03/2023 16:20;21/03/2023 16:20;3 600,00 €
15884;992;S15: ManagingPollution;DREAL;21/03/2023 16:50;27/03/2023 16:50;6 000,00 €
15885;992;S16: MonitoringHealth;ARS;27/03/2023 17:20;28/03/2023 09:20;12 000,00 €
15886;992;S18: CleaningRepairing;ARS;28/03/2023 09:50;03/04/2023 09:50;3 600,00 €
15887;992;S17: RecoveringNetworks;AGGLOPOLYS;03/04/2023 10:20;03/04/2023 22:20;1 200,00 €
15888;992;S19 : AdminsitrativeSupport;Mayor;03/04/2023 22:50;09/04/2023 12:10;1 440,00 €
15889;993;S2: Notify mayors;Prefect;09/04/2023 12:40;09/04/2023 14:40;12,00 €
15890;993;S1: Second Roll Call;Prefect;09/04/2023 15:10;09/04/2023 16:10;12,00 €
15891;993;S3: Alert population;Mayor;09/04/2023 16:40;09/04/2023 22:40;60,00 €
15892;993;S5: Stop Traffic;DDT 41;09/04/2023 23:10;10/04/2023 11:10;7 200,00 €
15893;993;S6: Detour setting;DDT 41;10/04/2023 11:40;10/04/2023 17:40;4 800,00 €
15894;993;S7: Put population in a safe place;SDIS 41;10/04/2023 18:10;12/04/2023 18:10;12 000,00 €
15895;993;S10: ad-Hoc taking care;ONG;12/04/2023 18:40;22/04/2023 18:40;3 000,00 €
15896;993;S8: Accomadation Plan ;Prefect;22/04/2023 19:10;26/04/2023 23:10;3 000,00 €
15897;993;S12: Food Resupplying;Mayor;26/04/2023 23:40;02/05/2023 23:40;6 000,00 €
15898;993;S13: Psychological care;CUMP Blois;03/05/2023 00:10;11/05/2023 00:10;5 400,00 €
15899;993;S14: SecureBuilding;Ville Blois;11/05/2023 00:40;13/05/2023 00:40;3 600,00 €
15900;993;S15: ManagingPollution;DREAL;13/05/2023 01:10;19/05/2023 01:10;6 000,00 €
15901;993;S16: MonitoringHealth;ARS;19/05/2023 01:40;19/05/2023 17:40;12 000,00 €
15902;993;S17: RecoveringNetworks;AGGLOPOLYS;19/05/2023 18:10;20/05/2023 06:10;1 200,00 €
15903;993;S18: CleaningRepairing;ARS;20/05/2023 06:40;26/05/2023 06:40;3 600,00 €
15904;993;S19 : AdminsitrativeSupport;Mayor;26/05/2023 07:10;31/05/2023 20:30;1 440,00 €
15905;994;S2: Notify mayors;Prefect;31/05/2023 21:00;31/05/2023 23:00;12,00 €
15906;994;S3: Alert population;Mayor;31/05/2023 23:30;01/06/2023 05:30;60,00 €
15907;994;S1: Second Roll Call;Prefect;01/06/2023 06:00;01/06/2023 07:00;12,00 €
15908;994;S5: Stop Traffic;DDT 41;01/06/2023 07:30;01/06/2023 19:30;7 200,00 €
15909;994;S6: Detour setting;DDT 41;01/06/2023 20:00;02/06/2023 02:00;4 800,00 €
15910;994;S7: Put population in a safe place;SDIS 41;02/06/2023 02:30;04/06/2023 02:30;12 000,00 €
15911;994;S4: White Plan;Prefect;04/06/2023 03:00;08/06/2023 03:00;2 400,00 €
15912;994;S8: Accomadation Plan ;Prefect;08/06/2023 03:30;12/06/2023 07:30;3 000,00 €
15913;994;S12: Food Resupplying;Mayor;12/06/2023 08:00;18/06/2023 08:00;6 000,00 €
15914;994;S13: Psychological care;CUMP Blois;18/06/2023 08:30;26/06/2023 08:30;5 400,00 €
15915;994;S15: ManagingPollution;DREAL;26/06/2023 09:00;02/07/2023 09:00;6 000,00 €
15916;994;S14: SecureBuilding;Ville Blois;02/07/2023 09:30;04/07/2023 09:30;3 600,00 €
15917;994;S16: MonitoringHealth;ARS;04/07/2023 10:00;05/07/2023 02:00;12 000,00 €
15918;994;S17: RecoveringNetworks;AGGLOPOLYS;05/07/2023 02:30;05/07/2023 14:30;1 200,00 €
15919;994;S18: CleaningRepairing;ARS;05/07/2023 15:00;11/07/2023 15:00;3 600,00 €
15920;994;S19 : AdminsitrativeSupport;Mayor;11/07/2023 15:30;17/07/2023 04:50;1 440,00 €
15921;995;S2: Notify mayors;Prefect;17/07/2023 05:20;17/07/2023 07:20;12,00 €
15922;995;S3: Alert population;Mayor;17/07/2023 07:50;17/07/2023 13:50;60,00 €
15923;995;S1: Second Roll Call;Prefect;17/07/2023 14:20;17/07/2023 15:20;12,00 €
15924;995;S5: Stop Traffic;DDT 41;17/07/2023 15:50;18/07/2023 03:50;7 200,00 €
15925;995;S6: Detour setting;DDT 41;18/07/2023 04:20;18/07/2023 10:20;4 800,00 €
15926;995;S7: Put population in a safe place;SDIS 41;18/07/2023 10:50;20/07/2023 10:50;12 000,00 €
